region,class_code,class,area_ha,pct,indicator,year
Rabat-Sale-Kenitra,2,Moderate,673483.644705099,40.383175211162296,SO3-1 2024,2024
Rabat-Sale-Kenitra,3,Severe,51319.35225803921,3.0771918668748395,SO3-1 2024,2024
Rabat-Sale-Kenitra,4,Extreme,112299.53890431368,6.733663083520611,SO3-1 2024,2024
Souss Massa,0,No drought,54879.05186666666,1.0526077360435602,SO3-1 2024,2024
Souss Massa,1,Mild,2157031.1525615677,41.37293923352858,SO3-1 2024,2024
Souss Massa,2,Moderate,2133956.5834815693,40.930357426931614,SO3-1 2024,2024
Souss Massa,3,Severe,642300.753734902,12.319650563398717,SO3-1 2024,2024
Souss Massa,4,Extreme,225460.47831843118,4.324445040097535,SO3-1 2024,2024
Tanger-Tetouan-Hoceima,0,No drought,24261.82450196079,1.5574882739754285,SO3-1 2024,2024
Tanger-Tetouan-Hoceima,1,Mild,1321551.3370564776,84.83701259794643,SO3-1 2024,2024
Tanger-Tetouan-Hoceima,2,Moderate,66524.31175137256,4.270529426947053,SO3-1 2024,2024
Tanger-Tetouan-Hoceima,3,Severe,70107.54408078433,4.500555092804847,SO3-1 2024,2024
Tanger-Tetouan-Hoceima,4,Extreme,75308.25159764706,4.834414608326235,SO3-1 2024,2024
Beni Mellal-Khenifra,0,No drought,1905159.3802964597,65.91098367950704,SO3-1 2025,2025
Beni Mellal-Khenifra,1,Mild,969576.8600878437,33.54352673178096,SO3-1 2025,2025
Beni Mellal-Khenifra,2,Moderate,15767.3964,0.5454895887119965,SO3-1 2025,2025
Casablanca-Settat,0,No drought,1050171.6346643134,52.73656152873079,SO3-1 2025,2025
Casablanca-Settat,1,Mild,941182.378987452,47.26343847126921,SO3-1 2025,2025
Dakhla-Oued Eddahab,0,No drought,12252917.29458975,96.11298095765795,SO3-1 2025,2025
Dakhla-Oued Eddahab,1,Mild,495195.7841866668,3.8843600941353746,SO3-1 2025,2025
Dakhla-Oued Eddahab,2,Moderate,338.974737254902,0.002658948206668552,SO3-1 2025,2025
Daraa-Tafilelt,0,No drought,6063424.450461111,74.7509000251034,SO3-1 2025,2025
Daraa-Tafilelt,1,Mild,2011045.863187451,24.792506197317394,SO3-1 2025,2025
Daraa-Tafilelt,2,Moderate,37036.63599999999,0.45659377757920355,SO3-1 2025,2025
Fes-Meknes,0,No drought,2769794.70174588,71.89208361602282,SO3-1 2025,2025
Fes-Meknes,1,Mild,1038773.7038454892,26.962144857852813,SO3-1 2025,2025
Fes-Meknes,2,Moderate,42720.58340156863,1.1088445479713493,SO3-1 2025,2025
Fes-Meknes,3,Severe,1422.69,0.03692697815300515,SO3-1 2025,2025
Guelmim-Oued Noun,0,No drought,1619165.050294906,32.794346743617446,SO3-1 2025,2025
Guelmim-Oued Noun,1,Mild,3261400.8771192087,66.05596582924335,SO3-1 2025,2025
